question_id,question,paper,page,passage,relevant,confidence,reason
9,"What does Chain-of-Thought prompting reveal about the relationship between model scale, intermediate reasoning steps, and performance on complex reasoning tasks?",Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,1,"Chain-of-Thought Prompting Elicits Reasoning in Large Language Models Jason Wei Xuezhi Wang Dale Schuurmans Maarten Bosma Brian Ichter Fei Xia Ed H. Chi Quoc V . Le Denny Zhou Google Research, Brain Team {jasonwei,dennyzhou}@google.com Abstract We explore how generating a chain of thought—a series of intermediate reasoning steps—signiﬁcantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufﬁciently large language models via a simple method called chain-of- thought prompting, where a few chain of thought demonstrations are provided as exemplars in prompting. Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even ﬁnetuned GPT-3 with a veriﬁer. A: The cafeteria had 23 apples originally. They used  20 to make lunch. So they had 23 - 20 = 3. They  bought 6 more apples, so they have 3 + 6 = 9. The  answer is 9. Chain-of-Thought Prompting Q: Roger has 5 tennis balls. He buys 2 more cans of  tennis balls. Each can has 3 tennis balls. How many  tennis balls does he have now?  A: The answer is 11.  Q: The cafeteria had 23 apples. If they used 20 to",1,high,"The passage directly states that intermediate chain-of-thought steps improve complex reasoning and that these abilities emerge in sufficiently large models, with strong performance evidence from PaLM 540B across arithmetic, commonsense, and symbolic tasks."
9,"What does Chain-of-Thought prompting reveal about the relationship between model scale, intermediate reasoning steps, and performance on complex reasoning tasks?",Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,2,"tasks, given a prompt that consists of triples:⟨input, chain of thought, output⟩. A chain of thought is a series of intermediate natural language reasoning steps that lead to the ﬁnal output, and we refer to this approach as chain-of-thought prompting. An example prompt is shown in Figure 1. We present empirical evaluations on arithmetic, commonsense, and symbolic reasoning benchmarks, showing that chain-of-thought prompting outperforms standard prompting, sometimes to a striking degree. Figure 2 illustrates one such result—on the GSM8K benchmark of math word problems (Cobbe et al., 2021), chain-of-thought prompting with PaLM 540B outperforms standard prompting by a large margin and achieves new state-of-the-art performance. A prompting only approach is important because it does not require a large training dataset and because a single model checkpoint can perform many tasks without loss of generality. This work underscores how large language models can learn via a few examples with natural language data about the task (c.f. automatically learning the patterns underlying inputs and outputs via a large training dataset). 2 Chain-of-Thought Prompting Consider one’s own thought process when solving a complicated reasoning task such as a multi-step math word problem. It is typical to decompose the problem into intermediate steps and solve each before giving the ﬁnal answer: “After Jane gives 2 ﬂowers to her mom she has 10... then after she",1,high,"The passage explains that chain-of-thought prompting supplies intermediate reasoning steps and substantially improves performance on complex arithmetic, commonsense, and symbolic tasks, citing strong results with the large PaLM 540B model."
9,"What does Chain-of-Thought prompting reveal about the relationship between model scale, intermediate reasoning steps, and performance on complex reasoning tasks?",Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,19,"multi-step reasoning, (2) a large language model is used, and (3) the scaling curve is relatively ﬂat. Conversely, the beneﬁts are smaller when one or more of these conditions are not met. These intuitions are perhaps supported by the arithmetic reasoning results. The performance gain from chain-of-thought prompting is largest for PaLM 540B on GSM8K (challenging multi-step problems, ﬂat scaling curve), which meets these conditions. The performance gain is small for the subsets of MAWPS that only require one or two steps (SingleOP, SingleEq, and AddSub), for which PaLM 540B already achieves performance of 90% or higher (and it is also generally true that there is less headroom for improvement when performance is already strong). Although in this paper we focused on multi-step reasoning tasks (arithmetic, commonsense, and symbolic), chain-of-thought prompting can potentially be applied to any task for which humans use a “chain of thought” to solve (at least in principle). We leave the empirical evaluation of chain-of-thought prompting on such diverse tasks (e.g., machine translation, etc.) to future work. A.4 Why is prompting with the equation only not enough for some arithmetic reasoning datasets? Prompting with the equation only as an intermediate step does help on many datasets, especially when the datasets only require a few reasoning steps (SV AMP, ASDiv, MAWPS). For GSM8K, however,",1,high,"The passage directly explains that chain-of-thought prompting yields the greatest performance gains for large models on challenging multi-step reasoning tasks, while gains are smaller for simpler tasks requiring few intermediate steps."
10,"What limitations of RAG are identified by the authors, and how do these limitations affect the reliability or usefulness of the generated answers?",Language Models are Few-Shot Learners,26,"at∼ 52% (see Table 3.11).5 Human abilities to detect model generated text appear to decrease as model size increases: there appears to be a trend towards chance accuracy with model size, and human detection of GPT-3 is close to chance.6 This is true despite the fact that participants spend more time on each output as model size increases (see Appendix E). Examples of synthetic articles from GPT-3 are given in Figures 3.14 and 3.15.7 Much of the text is—as indicated by the evaluations—difﬁcult for humans to distinguish from authentic human content. Factual inaccuracies can be an indicator that an article is model generated since, unlike human authors, the models have no access to the speciﬁc facts that the article titles refer to or when the article was written. Other indicators include repetition, non sequiturs, and unusual phrasings, though these are often subtle enough that they are not noticed. Related work on language model detection by Ippolito et al. [IDCBE19] indicates that automatic discriminators like G R O V E R[ZHR+19] and GLTR [GSR19] may have greater success at detecting model generated text than human evaluators. Automatic detection of these models may be a promising area of future research. Ippolito et al. [IDCBE19] also note that human accuracy at detecting model generated text increases as humans observe more tokens. To do a preliminary investigation of how good humans are at detecting longer news articles generated",0,high,"The passage discusses detecting GPT-3-generated news text and its factual inaccuracies, not limitations of retrieval-augmented generation or their effects on generated answers."
10,"What limitations of RAG are identified by the authors, and how do these limitations affect the reliability or usefulness of the generated answers?",Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,15,"Checklist 1. For all authors... (a) Do the main claims made in the abstract and introduction accurately reﬂect the paper’s contributions and scope? [Yes] (b) Did you describe the limitations of your work? [Yes] See Section 6 and Appendix A.2. (c) Did you discuss any potential negative societal impacts of your work? [Yes] We don’t expect negative societal impacts as a direct result of the contributions in our paper. One consideration, however, is that generated chain of thought is not always factual, which is noted as a limitation in Appendix D.1 (and note that we do not suggest using such chains of thought in a factual manner or in any real-world scenario). (d) Have you read the ethics review guidelines and ensured that your paper conforms to them? [Yes] 2. If you are including theoretical results... (a) Did you state the full set of assumptions of all theoretical results? [N/A] (b) Did you include complete proofs of all theoretical results? [N/A] 3. If you ran experiments... (a) Did you include the code, data, and instructions needed to reproduce the main experi- mental results (either in the supplemental material or as a URL)? [Yes] We included inputs, outputs, and targets for LaMDA and GPT-3 in the supplementary material. Although we use proprietary models, we GPT-3 results are fully reproducible. Repro- ducibility is further discussed in Appendix E.1. (b) Did you specify all the training details (e.g., data splits, hyperparameters, how they",0,high,The passage only points to other sections for limitations and notes that generated chain-of-thought may be nonfactual; it does not identify limitations of RAG or explain their impact on answer reliability or usefulness.
10,"What limitations of RAG are identified by the authors, and how do these limitations affect the reliability or usefulness of the generated answers?",Language Models are Few-Shot Learners,36,"6.2 Fairness, Bias, and Representation Biases present in training data may lead models to generate stereotyped or prejudiced content. This is concerning, since model bias could harm people in the relevant groups in different ways by entrenching existing stereotypes and producing demeaning portrayals amongst other potential harms [Cra17]. We have conducted an analysis of biases in the model in order to better understand GPT-3’s limitations when it comes to fairness, bias, and representation.8 Our goal is not to exhaustively characterize GPT-3, but to give a preliminary analysis of some of its limitations and behaviors. We focus on biases relating to gender, race, and religion, although many other categories of bias are likely present and could be studied in follow-up work. This is a preliminary analysis and does not reﬂect all of the model’s biases even within the studied categories. Broadly, our analysis indicates that internet-trained models have internet-scale biases; models tend to reﬂect stereotypes present in their training data. Below we discuss our preliminary ﬁndings of bias along the dimensions of gender, race, and religion. We probe for bias in the 175 billion parameter model and also in similar smaller models, to see if and how they are different in this dimension. 6.2.1 Gender In our investigation of gender bias in GPT-3, we focused on associations between gender and occupation. We found",0,high,"The passage discusses fairness and representation biases in GPT-3, not limitations of retrieval-augmented generation (RAG) or their effects on RAG answer reliability."
4,"What are the main differences between RAG-Sequence and RAG-Token, and how do they affect the documents used during generation?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4,"minimize the negative marginal log-likelihood of each target,∑ j− logp(yj|xj) using stochastic gradient descent with Adam [28]. Updating the document encoder BERTd during training is costly as it requires the document index to be periodically updated as REALM does during pre-training [20]. We do not ﬁnd this step necessary for strong performance, and keep the document encoder (and index) ﬁxed, only ﬁne-tuning the query encoder BERTq and the BART generator. 2.5 Decoding At test time, RAG-Sequence and RAG-Token require different ways to approximatearg maxyp(y|x). RAG-Token The RAG-Token model can be seen as a standard, autoregressive seq2seq genera- tor with transition probability: p′ θ(yi|x,y 1:i−1) = ∑ z∈top-k(p(·|x))pη(zi|x)pθ(yi|x,zi,y 1:i−1) To decode, we can plugp′ θ(yi|x,y 1:i−1) into a standard beam decoder. RAG-Sequence For RAG-Sequence, the likelihoodp(y|x) does not break into a conventional per- token likelihood, hence we cannot solve it with a single beam search. Instead, we run beam search for each documentz, scoring each hypothesis usingpθ(yi|x,z,y 1:i−1). This yields a set of hypotheses Y , some of which may not have appeared in the beams of all documents. To estimate the probability of an hypothesis y we run an additional forward pass for each document z for which y does not appear in the beam, multiply generator probability withpη(z|x) and then sum the probabilities across",1,high,"The passage directly contrasts RAG-Token’s per-token marginalization over retrieved documents with RAG-Sequence’s document-specific beam searches and sequence-level probability aggregation, explaining how documents are used during generation."
4,"What are the main differences between RAG-Sequence and RAG-Token, and how do they affect the documents used during generation?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,17,"Appendices for Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks A Implementation Details For Open-domain QA we report test numbers using 15 retrieved documents for RAG-Token models. For RAG-Sequence models, we report test results using 50 retrieved documents, and we use the Thorough Decoding approach since answers are generally short. We use greedy decoding for QA as we did not ﬁnd beam search improved results. For Open-MSMarco and Jeopardy question generation, we report test numbers using ten retrieved documents for both RAG-Token and RAG-Sequence, and we also train a BART-large model as a baseline. We use a beam size of four, and use the Fast Decoding approach for RAG-Sequence models, as Thorough Decoding did not improve performance. B Human Evaluation Figure 4: Annotation interface for human evaluation of factuality. A pop-out for detailed instructions and a worked example appear when clicking ""view tool guide"". Figure 4 shows the user interface for human evaluation. To avoid any biases for screen position, which model corresponded to sentence A and sentence B was randomly selected for each example. Annotators were encouraged to research the topic using the internet, and were given detailed instruc- tions and worked examples in a full instructions tab. We included some gold sentences in order to assess the accuracy of the annotators. Two annotators did not perform well on these examples and their annotations were removed from the results.",0,high,"The passage gives implementation settings such as the number of retrieved documents and decoding methods, but does not explain the core distinction: RAG-Sequence uses one document for the entire sequence, while RAG-Token can use different documents for different generated tokens."
2,How does RAG combine parametric and non-parametric memory during generation?,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,6,"best because it can generate responses that combine content from several documents. Figure 2 shows an example. When generating “Sun”, the posterior is high for document 2 which mentions “The Sun Also Rises”. Similarly, document 1 dominates the posterior when “A Farewell to Arms” is generated. Intriguingly, after the ﬁrst token of each book is generated, the document posterior ﬂattens. This observation suggests that the generator can complete the titles without depending on speciﬁc documents. In other words, the model’s parametric knowledge is sufﬁcient to complete the titles. We ﬁnd evidence for this hypothesis by feeding the BART-only baseline with the partial decoding ""The Sun. BART completes the generation ""The Sun Also Rises"" is a novel by this author of ""The Sun Also Rises"" indicating the title ""The Sun Also Rises"" is stored in BART’s parameters. Similarly, BART will complete the partial decoding ""The Sun Also Rises"" is a novel by this author of ""A with ""The Sun Also Rises"" is a novel by this author of ""A Farewell to Arms"". This example shows how parametric and non-parametric memories work together—the non-parametric component helps to guide the generation, drawing out speciﬁc knowledge stored in the parametric memory. 4.4 Fact Veriﬁcation Table 2 shows our results on FEVER. For 3-way classiﬁcation, RAG scores are within 4.3% of state-of-the-art models, which are complex pipeline systems with domain-speciﬁc architectures and",1,high,"The passage directly explains that retrieved documents provide non-parametric guidance during decoding, while the generator uses knowledge stored in its parameters to complete the output."
3,"How does RAG differ from a traditional language model that relies only on its parameters, particularly when dealing with knowledge-intensive tasks?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,2,"a general-purpose ﬁne-tuning approach which we refer to as retrieval-augmented generation (RAG). We build RAG models where the parametric memory is a pre-trained seq2seq transformer, and the non-parametric memory is a dense vector index of Wikipedia, accessed with a pre-trained neural retriever. We combine these components in a probabilistic model trained end-to-end (Fig. 1). The retriever (Dense Passage Retriever [26], henceforth DPR) provides latent documents conditioned on the input, and the seq2seq model (BART [32]) then conditions on these latent documents together with the input to generate the output. We marginalize the latent documents with a top-K approximation, either on a per-output basis (assuming the same document is responsible for all tokens) or a per-token basis (where different documents are responsible for different tokens). Like T5 [51] or BART, RAG can be ﬁne-tuned on any seq2seq task, whereby both the generator and retriever are jointly learned. There has been extensive previous work proposing architectures to enrich systems with non-parametric memory which are trained from scratch for speciﬁc tasks, e.g. memory networks [ 64, 55], stack- augmented networks [25] and memory layers [ 30]. In contrast, we explore a setting where both parametric and non-parametric memory components are pre-trained and pre-loaded with extensive knowledge. Crucially, by using pre-trained access mechanisms, the ability to access knowledge is present without additional training.",1,high,"The passage directly contrasts parameter-only models with RAG, explaining that RAG combines a pre-trained parametric generator with an external non-parametric Wikipedia index retrieved at generation time, providing additional knowledge access for knowledge-intensive tasks."
5,How does GPT-3 demonstrate that large language models can perform tasks from natural-language descriptions and a few examples without gradient-based updates?,Language Models are Few-Shot Learners,1,"parameters, 10x more than any previous non-sparse language model, and test its performance in the few-shot setting. For all tasks, GPT-3 is applied without any gradient updates or ﬁne-tuning, with tasks and few-shot demonstrations speciﬁed purely via text interaction with the model. GPT-3 achieves strong performance on many NLP datasets, including translation, question-answering, and cloze tasks, as well as several tasks that require on-the-ﬂy reasoning or domain adaptation, such as unscrambling words, using a novel word in a sentence, or performing 3-digit arithmetic. At the same time, we also identify some datasets where GPT-3’s few-shot learning still struggles, as well as some datasets where GPT-3 faces methodological issues related to training on large web corpora. Finally, we ﬁnd that GPT-3 can generate samples of news articles which human evaluators have difﬁculty distinguishing from articles written by humans. We discuss broader societal impacts of this ﬁnding and of GPT-3 in general. ∗Equal contribution †Johns Hopkins University, OpenAI Author contributions listed at end of paper. arXiv:2005.14165v4  [cs.CL]  22 Jul 2020",1,high,"The passage directly explains that GPT-3 performs diverse tasks using text descriptions and few-shot demonstrations without gradient updates or fine-tuning, and reports strong results across NLP, reasoning, and adaptation tasks."
5,How does GPT-3 demonstrate that large language models can perform tasks from natural-language descriptions and a few examples without gradient-based updates?,Language Models are Few-Shot Learners,5,"remove extraneous symbols from a word. Model performance improves with the addition of a natural language task description, and with the number of examples in the model’s context,K. Few-shot learning also improves dramatically with model size. Though the results in this case are particularly striking, the general trends with both model size and number of examples in-context hold for most tasks we study. We emphasize that these “learning” curves involve no gradient updates or ﬁne-tuning, just increasing numbers of demonstrations given as conditioning. Broadly, on NLP tasks GPT-3 achieves promising results in the zero-shot and one-shot settings, and in the the few-shot setting is sometimes competitive with or even occasionally surpasses state-of-the-art (despite state-of-the-art being held by ﬁne-tuned models). For example, GPT-3 achieves 81.5 F1 on CoQA in the zero-shot setting, 84.0 F1 on CoQA in the one-shot setting, 85.0 F1 in the few-shot setting. Similarly, GPT-3 achieves 64.3% accuracy on TriviaQA in the zero-shot setting, 68.0% in the one-shot setting, and 71.2% in the few-shot setting, the last of which is state-of-the-art relative to ﬁne-tuned models operating in the same closed-book setting. GPT-3 also displays one-shot and few-shot proﬁciency at tasks designed to test rapid adaption or on-the-ﬂy reasoning, which include unscrambling words, performing arithmetic, and using novel words in a sentence after seeing them",1,high,"The passage directly explains that GPT-3 improves using natural-language task descriptions and in-context examples without gradient updates or fine-tuning, and supports this with zero-, one-, and few-shot results across multiple tasks."
7,"Why does LoRA argue that the changes required when adapting a large language model have low intrinsic rank, and how does its approach exploit this observation?",LoRA: Low-Rank Adaptation of Large Language Models,12,"the 48th layer of GPT-3. We draw several conclusions from Table 7. First, ∆W has a stronger correlation withW compared to a random matrix, indicating that ∆W ampliﬁes some features that are already in W . Second, instead of repeating the top singular directions of W , ∆W only ampliﬁes directions that are not emphasized in W . Third, the ampliﬁcation factor is rather huge: 21.5≈ 6.91/0.32 for r = 4 . See Section H.4 for whyr = 64 has a smaller ampliﬁcation factor. We also provide a visualization in Section H.3 for how the correlation changes as we include more top singular directions fromWq. This suggests that the low-rank adaptation matrix potentially ampliﬁes the important features for speciﬁc downstream tasks that were learned but not emphasized in the general pre-training model. 8 C ONCLUSION AND FUTURE WORK Fine-tuning enormous language models is prohibitively expensive in terms of the hardware required and the storage/switching cost for hosting independent instances for different tasks. We propose LoRA, an efﬁcient adaptation strategy that neither introduces inference latency nor reduces input sequence length while retaining high model quality. Importantly, it allows for quick task-switching when deployed as a service by sharing the vast majority of the model parameters. While we focused on Transformer language models, the proposed principles are generally applicable to any neural networks with dense layers.",1,medium,"The passage supports the low-rank rationale by showing that task updates amplify a small set of pretrained but underemphasized feature directions, and it notes that LoRA uses a low-rank adaptation matrix while sharing most model parameters. However, it does not explicitly describe the low-rank factorization mechanism."
8,"How does ReAct combine reasoning and acting, and why does this provide an advantage over approaches that perform reasoning without interacting with external environments?",ReAct: Synergizing Reasoning and Acting in Language Models,3,"Consider a general setup of an agent interacting with an environment for task solving. At time stept, an agent receives an observationot∈O from the environment and takes an actionat∈A following some policyπ(at|ct), wherect = (o1,a 1,··· ,o t−1,a t−1,o t) is the context to the agent. Learning a policy is challenging when the mappingct↦→at is highly implicit and requires extensive computation. For example, the agent shown in Figure 1(1c) is unable to generate the correct ﬁnal action (Act 4) to ﬁnish the QA task as it requires complex reasoning over the trajectory context (Question, Act 1-3, Obs 1-3). Similarly, the agent shown in Figure 1(2a) fails to comprehend from the context that sinkbasin 1 does not contain peppershaker 1, thus keep producing hallucinating actions. The idea of ReAct is simple: we augment the agent’s action space to ˆA =A∪L , whereL is the space of language. An action ˆat∈L in the language space, which we will refer to as a thought or a reasoning trace, does not affect the external environment, thus leading to no observation feedback. Instead, a thought ˆat aims to compose useful information by reasoning over the current contextct, and update the contextct+1 = (ct, ˆat) to support future reasoning or acting. As shown in Figure 1, there could be various types of useful thoughts, e.g. decomposing task goals and create action plans (2b, Act 1; 1d, Thought 1), injecting commonsense knowledge relevant to task solving (2b, Act 1),",1,high,"The passage directly explains that ReAct augments environmental actions with language-based thoughts that update context and support subsequent reasoning or acting, while external actions yield observations. It also shows how this combination helps avoid failures such as hallucinated actions and supports planning over interaction trajectories."
9,"What does Chain-of-Thought prompting reveal about the relationship between model scale, intermediate reasoning steps, and performance on complex reasoning tasks?",Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,8,"540, though not for LaMDA 137B). Note that these in-domain evaluations are “toy tasks” in the sense that perfect solution structures are already provided by the chains of thought in the few-shot exemplars; all the model has to do is repeat the same steps with the new symbols in the test-time example. And yet, small models still fail—the ability to perform abstract manipulations on unseen symbols for these three tasks only arises at the scale of 100B model parameters. As for the OOD evaluations, standard prompting fails for both tasks. With chain-of-thought prompting, language models achieve upward scaling curves (though performance is lower than in the in-domain setting). Hence, chain-of-thought prompting facilitates length generalization beyond seen chains of thought for language models of sufﬁcient scale. 6 Discussion We have explored chain-of-thought prompting as a simple mechanism for eliciting multi-step rea- soning behavior in large language models. We ﬁrst saw that chain-of-thought prompting improves performance by a large margin on arithmetic reasoning, yielding improvements that are much stronger than ablations and robust to different annotators, exemplars, and language models (Section 3). Next, 3We tested 10 common names using GPT-3davinci and it got all but one correct. 4For names of length longer than 2 words, we concatenate multiple ﬁrst and last names together. 8",1,high,"The passage directly links chain-of-thought prompting, model scale, and reasoning performance: small models fail even with provided intermediate steps, while abilities emerge around 100B parameters, enabling improved complex reasoning and length generalization."
10,"What limitations of RAG are identified by the authors, and how do these limitations affect the reliability or usefulness of the generated answers?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,6,"Table 1: Open-Domain QA Test Scores. For TQA, left column uses the standard test set for Open- Domain QA, right column uses the TQA-Wiki test set. See Appendix D for further details. Model NQ TQA WQ CT Closed Book T5-11B [52] 34.5 - /50.1 37.4 - T5-11B+SSM[52] 36.6 - /60.5 44.7 - Open Book REALM [20] 40.4 - / - 40.7 46.8 DPR [26] 41.5 57.9/ - 41.1 50.6 RAG-Token 44.1 55.2/66.1 45.5 50.0 RAG-Seq. 44.5 56.8/68.0 45.2 52.2 Table 2: Generation and classiﬁcation Test Scores. MS-MARCO SotA is [4], FEVER-3 is [68] and FEVER-2 is [ 57] *Uses gold context/evidence. Best model without gold access underlined. Model Jeopardy MSMARCO FVR3 FVR2 B-1 QB-1 R-L B-1 Label Acc. SotA - - 49.8* 49.9* 76.8 92.2 * BART 15.1 19.7 38.2 41.6 64.0 81.1 RAG-Tok. 17.3 22.2 40.1 41.5 72.5 89.5RAG-Seq. 14.7 21.4 40.8 44.2 to more effective marginalization over documents. Furthermore, RAG can generate correct answers even when the correct answer is not in any retrieved document, achieving 11.8% accuracy in such cases for NQ, where an extractive model would score 0%. 4.2 Abstractive Question Answering As shown in Table 2, RAG-Sequence outperforms BART on Open MS-MARCO NLG by 2.6 Bleu points and 2.6 Rouge-L points. RAG approaches state-of-the-art model performance, which is impressive given that (i) those models access gold passages with speciﬁc information required to generate the reference answer , (ii) many questions are unanswerable without the gold passages, and",1,medium,"The passage shows that RAG depends heavily on retrieval quality: when the correct answer is absent from retrieved documents, accuracy is only 11.8%, and many questions are unanswerable without gold passages, limiting answer reliability."
10,"What limitations of RAG are identified by the authors, and how do these limitations affect the reliability or usefulness of the generated answers?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,7,"RAG-S The currency needed in Scotland is the pound sterling. Jeopardy Question Gener -ation Washington BART ?This state has the largest number of counties in the U.S. RAG-T It’s the only U.S. state named for a U.S. president RAG-S It’s the state where you’ll ﬁnd Mount Rainier National Park The Divine Comedy BART *This epic poem by Dante is divided into 3 parts: the Inferno, the Purgatorio & the Purgatorio RAG-T Dante’s ""Inferno"" is the ﬁrst part of this epic poem RAG-S This 14th century work is divided into 3 sections: ""Inferno"", ""Purgatorio"" & ""Paradiso"" For 2-way classiﬁcation, we compare against Thorne and Vlachos [57], who train RoBERTa [35] to classify the claim as true or false given the gold evidence sentence. RAG achieves an accuracy within 2.7% of this model, despite being supplied with only the claim and retrieving its own evidence. We also analyze whether documents retrieved by RAG correspond to documents annotated as gold evidence in FEVER. We calculate the overlap in article titles between the topk documents retrieved by RAG and gold evidence annotations. We ﬁnd that the top retrieved document is from a gold article in 71% of cases, and a gold article is present in the top 10 retrieved articles in 90% of cases. 4.5 Additional Results Generation Diversity Section 4.3 shows that RAG models are more factual and speciﬁc than BART for Jeopardy question generation. Following recent work on diversity-promoting decoding",1,medium,"The passage provides evidence of retrieval limitations: RAG retrieves a gold-evidence article first only 71% of the time and within the top 10 in 90% of cases, and its accuracy trails a model given gold evidence. These gaps can reduce answer reliability when relevant evidence is not retrieved."
10,"What limitations of RAG are identified by the authors, and how do these limitations affect the reliability or usefulness of the generated answers?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,7,"Generation Diversity Section 4.3 shows that RAG models are more factual and speciﬁc than BART for Jeopardy question generation. Following recent work on diversity-promoting decoding [33, 59, 39], we also investigate generation diversity by calculating the ratio of distinct ngrams to total ngrams generated by different models. Table 5 shows that RAG-Sequence’s generations are more diverse than RAG-Token’s, and both are signiﬁcantly more diverse than BART without needing any diversity-promoting decoding. Retrieval Ablations A key feature of RAG is learning to retrieve relevant information for the task. To assess the effectiveness of the retrieval mechanism, we run ablations where we freeze the retriever during training. As shown in Table 6, learned retrieval improves results for all tasks. We compare RAG’s dense retriever to a word overlap-based BM25 retriever [53]. Here, we replace RAG’s retriever with a ﬁxed BM25 system, and use BM25 retrieval scores as logits when calculating p(z|x). Table 6 shows the results. For FEVER, BM25 performs best, perhaps since FEVER claims are heavily entity-centric and thus well-suited for word overlap-based retrieval. Differentiable retrieval improves results on all other tasks, especially for Open-Domain QA, where it is crucial. Index hot-swapping An advantage of non-parametric memory models like RAG is that knowledge can be easily updated at test time. Parametric-only models like T5 or BART need further training to",0,high,"The passage reports generation diversity, retrieval ablations, and index updating advantages, but does not identify RAG limitations or explain how they reduce answer reliability or usefulness."
1,"What problem does Retrieval-Augmented Generation aim to address, and why can a language model's parametric knowledge be insufficient?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,9,"to provide a ﬁnal output. These approaches have proved successful in a number of domains including Machine Translation [ 18, 22] and Semantic Parsing [21]. Our approach does have several differences, including less of emphasis on lightly editing a retrieved item, but on aggregating content from several pieces of retrieved content, as well as learning latent retrieval, and retrieving evidence documents rather than related training pairs. This said, RAG techniques may work well in these settings, and could represent promising future work. 6 Discussion In this work, we presented hybrid generation models with access to parametric and non-parametric memory. We showed that our RAG models obtain state of the art results on open-domain QA. We found that people prefer RAG’s generation over purely parametric BART, ﬁnding RAG more factual and speciﬁc. We conducted an thorough investigation of the learned retrieval component, validating its effectiveness, and we illustrated how the retrieval index can be hot-swapped to update the model without requiring any retraining. In future work, it may be fruitful to investigate if the two components can be jointly pre-trained from scratch, either with a denoising objective similar to BART or some another objective. Our work opens up new research directions on how parametric and non-parametric memories interact and how to most effectively combine them, showing promise in being applied to a wide variety of NLP tasks. 9",1,high,"The passage shows that RAG supplements parametric memory with retrieved non-parametric evidence, producing more factual and specific outputs and allowing knowledge updates without retraining—key limitations of purely parametric knowledge."
6,How does T5's text-to-text formulation allow the same model and training framework to be applied to different NLP tasks?,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,42,"all models completely separately, though fine-tune-only ensembling still substantially outperformed a single model. Pushing the limitsWe combined our above insights and trained substantially larger models (up to11 billion parameters) to achieve state-of-the-art results across many of the benchmarks we considered. For unsupervised training, we extracted text from our C4 data set and applied a denoising objective that corrupts contiguous spans of tokens. We pre-trained on a multi-task mixture before fine-tuning on individual tasks. Overall, our models were trained on over1 trillion tokens. In the interest of facilitating the replication, extension, and application of our results, we release our code, the C4 data set, and pre-trained model weights for each T5 variant.1 42",0,high,"The passage describes T5's pre-training, multi-task mixture, and scaling, but does not explain how casting all tasks as text-to-text enables a shared model and training framework."
